candidate_oracle_evidence_id,candidate_oracle_label,candidate_oracle_score,extraction_oracle_evidence_id,extraction_oracle_label,extraction_oracle_score,fact_id,loss_stage,mode,source_doc_id,source_oracle_evidence_id,source_oracle_label,source_oracle_score,top10_label,top1_label,top3_label,top5_label
BMC-C electrode|C-C electrode|MC-C electrode|contact angle of 102 deg|contact angle of 130.4 deg|contact angle of 92.8 deg,UNSUPPORTED,0.3333,0.3 mol/L boric acid solution|BMC-C electrode,UNSUPPORTED,0.3333,DOC03-FACT-006,retrieved,hyper_base,DOC03,chunk-hyperrag-DOC03,PARTIALLY_SUPPORTED,0.6667,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
VRFB|graphite felt electrode (SGL Carbon GFD 4.6 EA),UNSUPPORTED,0.1667,Nafion 117 membrane|Vanadium redox flow batteries (VRFBs),UNSUPPORTED,0.1667,DOC03-FACT-007,rerank_or_topk,hyper_base,DOC03,chunk-hyperrag-DOC03,UNSUPPORTED,0.1667,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
current density from 40 to 200 mA/cm2|vanadium redox flow battery,UNSUPPORTED,0.1667,Nafion 117 membrane|Vanadium redox flow batteries (VRFBs),UNSUPPORTED,0.1667,DOC03-FACT-008,retrieved,hyper_base,DOC03,chunk-hyperrag-DOC03,UNSUPPORTED,0.3333,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
CE of Nafion 117 at 100 mA/cm2 and 25 C|CE of Nafion 212 at 100 mA/cm2 and 25 C|EE of Nafion 117 at 100 mA/cm2 and 25 C|EE of Nafion 212 at 100 mA/cm2 and 25 C|Nafion 117|Nafion 212|VE of Nafion 117 at 100 mA/cm2 and 25 C|VE of Nafion 212 at 100 mA/cm2 and 25 C|current density of 100 mA/cm2|temperature 25 C,UNSUPPORTED,0.125,Nafion 117 membrane|Vanadium redox flow batteries (VRFBs),UNSUPPORTED,0.125,DOC03-FACT-009,retrieved,hyper_base,DOC03,chunk-hyperrag-DOC03,UNSUPPORTED,0.25,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
Current density of 100 mA/cm2|Electrolyte flow rate of 40 mL/min|Gross EE at optimal condition|H2SO4 concentration of 3.0 mol/L|Net EE above 80%|Vanadium concentration of 1.6 mol/L,UNSUPPORTED,0.2,C-C electrode|contact angle of 130.4 deg,UNSUPPORTED,0.0,DOC03-FACT-010,extraction_or_representation,hyper_base,DOC03,chunk-hyperrag-DOC03,UNSUPPORTED,0.2,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
Pumping losses|Pumping power range,UNSUPPORTED,0.2857,Pumping losses|Viscosity,UNSUPPORTED,0.2857,DOC04-FACT-001,retrieved,hyper_base,DOC04,chunk-hyperrag-DOC04,UNSUPPORTED,0.4286,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
Gross energy efficiency range|Net energy efficiency range,UNSUPPORTED,0.1667,Nafion 117 membrane|Vanadium redox flow batteries (VRFBs),UNSUPPORTED,0.1667,DOC04-FACT-002,retrieved,hyper_base,DOC04,chunk-hyperrag-DOC04,UNSUPPORTED,0.3333,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
All-Vanadium Redox Flow Battery (VRFB)|Iron-Chromium Redox Flow Battery (ICRFB)|Organic Redox Flow Battery (ORFB)|Soluble Lead-Acid Flow Battery (SLA)|Zinc-Bromine Flow Battery (Zn-Br),UNSUPPORTED,0.0909,Vanadium electrolytes|Vanadium redox flow batteries (VRFBs),UNSUPPORTED,0.1818,DOC04-FACT-003,retrieved,hyper_base,DOC04,chunk-hyperrag-DOC04,UNSUPPORTED,0.2727,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
Vanadium electrolytes|Vanadium redox flow batteries (VRFBs),UNSUPPORTED,0.4,Vanadium electrolytes|Vanadium redox flow batteries (VRFBs),UNSUPPORTED,0.4,DOC04-FACT-004,retrieved,hyper_base,DOC04,chunk-hyperrag-DOC04,PARTIALLY_SUPPORTED,0.6,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
Gross energy efficiency range|Net energy efficiency range,PARTIALLY_SUPPORTED,0.6667,Pumping losses|Viscosity,PARTIALLY_SUPPORTED,0.6667,DOC04-FACT-005,retrieved,hyper_base,DOC04,chunk-hyperrag-DOC04,PARTIALLY_SUPPORTED,1.0,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED
Concentration polarization|Mass transfer coefficient,UNSUPPORTED,0.25,Nafion 117 membrane|Vanadium redox flow batteries (VRFBs),UNSUPPORTED,0.25,DOC04-FACT-006,retrieved,hyper_base,DOC04,chunk-hyperrag-DOC04,PARTIALLY_SUPPORTED,0.75,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
Vanadium electrolytes|Vanadium redox flow batteries (VRFBs),UNSUPPORTED,0.4,Vanadium electrolytes|Vanadium redox flow batteries (VRFBs),UNSUPPORTED,0.4,DOC04-FACT-007,retrieved,hyper_base,DOC04,chunk-hyperrag-DOC04,PARTIALLY_SUPPORTED,0.6,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
Nafion 117|Nafion 212|capacity fade rate of Nafion 117 at 100 mA/cm2 and 25 C|capacity fade rate of Nafion 212 at 100 mA/cm2 and 25 C|vanadium crossover,UNSUPPORTED,0.3333,Nafion 117 membrane|Vanadium redox flow batteries (VRFBs),UNSUPPORTED,0.3333,DOC04-FACT-008,retrieved,hyper_base,DOC04,chunk-hyperrag-DOC04,PARTIALLY_SUPPORTED,0.6667,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
All-Vanadium Redox Flow Battery (VRFB)|Iron-Chromium Redox Flow Battery (ICRFB)|Organic Redox Flow Battery (ORFB)|Soluble Lead-Acid Flow Battery (SLA)|Zinc-Bromine Flow Battery (Zn-Br),UNSUPPORTED,0.1667,Nafion 117 membrane|Vanadium redox flow batteries (VRFBs),UNSUPPORTED,0.1667,DOC04-FACT-009,retrieved,hyper_base,DOC04,chunk-hyperrag-DOC04,UNSUPPORTED,0.1667,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
All-Vanadium Redox Flow Battery (VRFB)|Iron-Chromium Redox Flow Battery (ICRFB)|Organic Redox Flow Battery (ORFB)|Soluble Lead-Acid Flow Battery (SLA)|Zinc-Bromine Flow Battery (Zn-Br),UNSUPPORTED,0.25,Nafion 117 membrane|Vanadium redox flow batteries (VRFBs),UNSUPPORTED,0.25,DOC04-FACT-010,retrieved,hyper_base,DOC04,chunk-hyperrag-DOC04,UNSUPPORTED,0.25,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
CE of Nafion 117 at 100 mA/cm2 and 25 C|CE of Nafion 212 at 100 mA/cm2 and 25 C|EE of Nafion 117 at 100 mA/cm2 and 25 C|EE of Nafion 212 at 100 mA/cm2 and 25 C|Nafion 117|Nafion 212|VE of Nafion 117 at 100 mA/cm2 and 25 C|VE of Nafion 212 at 100 mA/cm2 and 25 C|current density of 100 mA/cm2|temperature 25 C,UNSUPPORTED,0.3333,Nafion 117 membrane|VRFB,UNSUPPORTED,0.3333,DOC05-FACT-001,retrieved,hyper_base,DOC05,chunk-hyperrag-DOC05,UNSUPPORTED,0.3333,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
Nafion 117|Nafion 212|area resistance of Nafion 117 at 25 C|area resistance of Nafion 117 at 40 C|area resistance of Nafion 212 at 25 C|area resistance of Nafion 212 at 40 C|temperature 40 C,UNSUPPORTED,0.2857,Nafion 117 membrane|VRFB,UNSUPPORTED,0.2857,DOC05-FACT-002,retrieved,hyper_base,DOC05,chunk-hyperrag-DOC05,UNSUPPORTED,0.4286,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
Nafion 117 membrane|VRFB,UNSUPPORTED,0.25,Nafion 117 membrane|VRFB,UNSUPPORTED,0.25,DOC05-FACT-003,retrieved,hyper_base,DOC05,chunk-hyperrag-DOC05,UNSUPPORTED,0.375,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
CE of Nafion 117 at 100 mA/cm2 and 25 C|CE of Nafion 212 at 100 mA/cm2 and 25 C|EE of Nafion 117 at 100 mA/cm2 and 25 C|EE of Nafion 212 at 100 mA/cm2 and 25 C|Nafion 117|Nafion 212|VE of Nafion 117 at 100 mA/cm2 and 25 C|VE of Nafion 212 at 100 mA/cm2 and 25 C|current density of 100 mA/cm2|temperature 25 C,UNSUPPORTED,0.0714,capacity fading|hydrogen evolution reaction (HER)|precipitation of V(V) species as V2O5|state-of-charge (SOC) imbalance|vanadium ion crossover,UNSUPPORTED,0.1429,DOC05-FACT-004,retrieved,hyper_base,DOC05,chunk-hyperrag-DOC05,UNSUPPORTED,0.2143,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
Nafion 117|Nafion 212|area resistance of Nafion 117 at 25 C|area resistance of Nafion 117 at 40 C|area resistance of Nafion 212 at 25 C|area resistance of Nafion 212 at 40 C|temperature 40 C,UNSUPPORTED,0.2222,Nafion 117 membrane|VRFB,UNSUPPORTED,0.2222,DOC05-FACT-005,retrieved,hyper_base,DOC05,chunk-hyperrag-DOC05,UNSUPPORTED,0.3333,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
capacity fading|hydrogen evolution reaction (HER)|precipitation of V(V) species as V2O5|state-of-charge (SOC) imbalance|vanadium ion crossover,UNSUPPORTED,0.1818,capacity fading|hydrogen evolution reaction (HER)|precipitation of V(V) species as V2O5|state-of-charge (SOC) imbalance|vanadium ion crossover,UNSUPPORTED,0.1818,DOC05-FACT-006,retrieved,hyper_base,DOC05,chunk-hyperrag-DOC05,UNSUPPORTED,0.2727,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
capacity fading|hydrogen evolution reaction (HER)|precipitation of V(V) species as V2O5|state-of-charge (SOC) imbalance|vanadium ion crossover,UNSUPPORTED,0.4444,capacity fading|hydrogen evolution reaction (HER)|precipitation of V(V) species as V2O5|state-of-charge (SOC) imbalance|vanadium ion crossover,UNSUPPORTED,0.4444,DOC05-FACT-007,retrieved,hyper_base,DOC05,chunk-hyperrag-DOC05,PARTIALLY_SUPPORTED,0.5556,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
capacity fading|hydrogen evolution reaction (HER)|precipitation of V(V) species as V2O5|state-of-charge (SOC) imbalance|vanadium ion crossover,UNSUPPORTED,0.2222,capacity fading|hydrogen evolution reaction (HER)|precipitation of V(V) species as V2O5|state-of-charge (SOC) imbalance|vanadium ion crossover,UNSUPPORTED,0.2222,DOC05-FACT-008,retrieved,hyper_base,DOC05,chunk-hyperrag-DOC05,UNSUPPORTED,0.3333,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
Coulombic efficiency (CE)|baseline cell (without Bi3+)|current density|energy efficiency (EE)|iron-chromium redox flow battery (ICRFB)|voltage efficiency (VE),UNSUPPORTED,0.125,graphite felt electrode|iron-chromium redox flow battery (ICRFB),UNSUPPORTED,0.25,DOC06-FACT-001,retrieved,hyper_base,DOC06,chunk-hyperrag-DOC06,UNSUPPORTED,0.375,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
Bi3+ additive|Iron-Chromium Redox Flow Battery (ICRFB),UNSUPPORTED,0.1818,Coulombic efficiency (CE)|baseline cell (without Bi3+)|current density|energy efficiency (EE)|iron-chromium redox flow battery (ICRFB)|voltage efficiency (VE),UNSUPPORTED,0.1818,DOC06-FACT-002,retrieved,hyper_base,DOC06,chunk-hyperrag-DOC06,UNSUPPORTED,0.1818,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
Coulombic efficiency (CE)|baseline cell (without Bi3+)|current density|energy efficiency (EE)|iron-chromium redox flow battery (ICRFB)|voltage efficiency (VE),UNSUPPORTED,0.1818,Coulombic efficiency (CE)|baseline cell (without Bi3+)|current density|energy efficiency (EE)|iron-chromium redox flow battery (ICRFB)|voltage efficiency (VE),UNSUPPORTED,0.1818,DOC06-FACT-003,retrieved,hyper_base,DOC06,chunk-hyperrag-DOC06,UNSUPPORTED,0.1818,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
Coulombic efficiency (CE)|baseline cell (without Bi3+)|current density|energy efficiency (EE)|iron-chromium redox flow battery (ICRFB)|voltage efficiency (VE),UNSUPPORTED,0.25,Coulombic efficiency (CE)|baseline cell (without Bi3+)|current density|energy efficiency (EE)|iron-chromium redox flow battery (ICRFB)|voltage efficiency (VE),UNSUPPORTED,0.25,DOC06-FACT-004,retrieved,hyper_base,DOC06,chunk-hyperrag-DOC06,UNSUPPORTED,0.25,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
Bi3+ ions|HER overpotential shift|Tafel slope|exchange current density for HER|hydrogen evolution reaction (HER)|parasitic hydrogen evolution loss,UNSUPPORTED,0.2222,Bi3+ ions|HER overpotential shift|Tafel slope|exchange current density for HER|hydrogen evolution reaction (HER)|parasitic hydrogen evolution loss,UNSUPPORTED,0.2222,DOC06-FACT-005,retrieved,hyper_base,DOC06,chunk-hyperrag-DOC06,UNSUPPORTED,0.2222,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
Bi3+ ions|graphite felt electrode|metallic bismuth (Bi0)|underpotential deposition (UPD) of bismuth,UNSUPPORTED,0.2222,Bi3+ ions|underpotential deposition (UPD) of bismuth,UNSUPPORTED,0.2222,DOC06-FACT-006,retrieved,hyper_base,DOC06,chunk-hyperrag-DOC06,UNSUPPORTED,0.3333,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
Bi3+ additive|Iron-Chromium Redox Flow Battery (ICRFB),UNSUPPORTED,0.3333,Coulombic efficiency (CE)|baseline cell (without Bi3+)|current density|energy efficiency (EE)|iron-chromium redox flow battery (ICRFB)|voltage efficiency (VE),UNSUPPORTED,0.3333,DOC06-FACT-007,retrieved,hyper_base,DOC06,chunk-hyperrag-DOC06,PARTIALLY_SUPPORTED,0.5,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
All-Vanadium Redox Flow Battery (VRFB)|Iron-Chromium Redox Flow Battery (ICRFB)|Organic Redox Flow Battery (ORFB)|Soluble Lead-Acid Flow Battery (SLA)|Zinc-Bromine Flow Battery (Zn-Br),UNSUPPORTED,0.2222,Coulombic efficiency (CE)|baseline cell (without Bi3+)|current density|energy efficiency (EE)|iron-chromium redox flow battery (ICRFB)|voltage efficiency (VE),UNSUPPORTED,0.2222,DOC06-FACT-008,retrieved,hyper_base,DOC06,chunk-hyperrag-DOC06,UNSUPPORTED,0.2222,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
20 mA/cm2|40 mA/cm2|60 mA/cm2|80 mA/cm2,UNSUPPORTED,0.25,Bromine crossover|Zinc-bromine flow battery (ZBFB),UNSUPPORTED,0.25,DOC07-FACT-001,retrieved,hyper_base,DOC07,chunk-hyperrag-DOC07,UNSUPPORTED,0.375,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
20 mA/cm2|40 mA/cm2|60 mA/cm2|80 mA/cm2,UNSUPPORTED,0.25,Bromine crossover|Zinc-bromine flow battery (ZBFB),UNSUPPORTED,0.25,DOC07-FACT-002,retrieved,hyper_base,DOC07,chunk-hyperrag-DOC07,UNSUPPORTED,0.375,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
Bromine crossover|Internal short circuits|Self-discharge|Zinc dendrite growth,UNSUPPORTED,0.3333,Bromine crossover|Zinc-bromine flow battery (ZBFB),UNSUPPORTED,0.3333,DOC07-FACT-003,retrieved,hyper_base,DOC07,chunk-hyperrag-DOC07,UNSUPPORTED,0.3333,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
Bromine crossover|N-methylethylpyrrolidinium bromide (MEP),UNSUPPORTED,0.2,Bromine crossover|Zinc-bromine flow battery (ZBFB),UNSUPPORTED,0.2,DOC07-FACT-004,retrieved,hyper_base,DOC07,chunk-hyperrag-DOC07,UNSUPPORTED,0.3,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
"Zinc utilization at 40 mA/cm2 (0.3 M MEP, 10 cycles)|Zinc utilization at 40 mA/cm2 (0.3 M MEP, 100 cycles)|Zinc utilization at 40 mA/cm2 (0.3 M MEP, 200 cycles)|Zinc utilization at 40 mA/cm2 (0.3 M MEP, 50 cycles)",UNSUPPORTED,0.25,Zinc dendrite growth|Zinc-bromine flow battery (ZBFB),UNSUPPORTED,0.375,DOC07-FACT-005,retrieved,hyper_base,DOC07,chunk-hyperrag-DOC07,PARTIALLY_SUPPORTED,0.5,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
Bromine crossover|Internal short circuits|Self-discharge|Zinc dendrite growth,UNSUPPORTED,0.375,Zinc dendrite growth|Zinc-bromine flow battery (ZBFB),UNSUPPORTED,0.375,DOC07-FACT-006,retrieved,hyper_base,DOC07,chunk-hyperrag-DOC07,UNSUPPORTED,0.375,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
Bromine crossover|Internal short circuits|Self-discharge|Zinc dendrite growth,PARTIALLY_SUPPORTED,0.5,Bromine crossover|Internal short circuits|Self-discharge|Zinc dendrite growth,PARTIALLY_SUPPORTED,0.5,DOC07-FACT-007,retrieved,hyper_base,DOC07,chunk-hyperrag-DOC07,PARTIALLY_SUPPORTED,0.5,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED
20 mA/cm2|40 mA/cm2|60 mA/cm2|80 mA/cm2,UNSUPPORTED,0.3333,20 mA/cm2|40 mA/cm2|60 mA/cm2|80 mA/cm2,UNSUPPORTED,0.3333,DOC07-FACT-008,retrieved,hyper_base,DOC07,chunk-hyperrag-DOC07,UNSUPPORTED,0.3333,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
Bromine crossover|Internal short circuits|Self-discharge|Zinc dendrite growth,PARTIALLY_SUPPORTED,0.5714,Bromine crossover|Internal short circuits|Self-discharge|Zinc dendrite growth,PARTIALLY_SUPPORTED,0.5714,DOC07-FACT-009,retrieved,hyper_base,DOC07,chunk-hyperrag-DOC07,PARTIALLY_SUPPORTED,0.5714,PARTIALLY_SUPPORTED,UNSUPPORTED,UNSUPPORTED,PARTIALLY_SUPPORTED
20 mA/cm2|40 mA/cm2|60 mA/cm2|80 mA/cm2,UNSUPPORTED,0.3,Bromine crossover|Internal short circuits|Self-discharge|Zinc dendrite growth,UNSUPPORTED,0.3,DOC07-FACT-010,retrieved,hyper_base,DOC07,chunk-hyperrag-DOC07,UNSUPPORTED,0.4,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
20 mA/cm2|40 mA/cm2|60 mA/cm2|80 mA/cm2,PARTIALLY_SUPPORTED,0.5,20 mA/cm2|40 mA/cm2|60 mA/cm2|80 mA/cm2,PARTIALLY_SUPPORTED,0.5,DOC07-FACT-011,retrieved,hyper_base,DOC07,chunk-hyperrag-DOC07,PARTIALLY_SUPPORTED,0.5,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
Bromine crossover|Internal short circuits|Self-discharge|Zinc dendrite growth,UNSUPPORTED,0.4286,Zinc dendrite growth|Zinc-bromine flow battery (ZBFB),UNSUPPORTED,0.4286,DOC07-FACT-012,retrieved,hyper_base,DOC07,chunk-hyperrag-DOC07,PARTIALLY_SUPPORTED,0.5714,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
Soluble lead-acid flow batteries|oxygen evolution,UNSUPPORTED,0.25,Soluble lead-acid flow batteries|oxygen evolution,UNSUPPORTED,0.25,DOC08-FACT-001,retrieved,hyper_base,DOC08,chunk-hyperrag-DOC08,UNSUPPORTED,0.375,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
PbO2 passivation|cycle life limitations|oxygen evolution,UNSUPPORTED,0.3333,PbO2 passivation|cycle life limitations|oxygen evolution,UNSUPPORTED,0.3333,DOC08-FACT-002,retrieved,hyper_base,DOC08,chunk-hyperrag-DOC08,UNSUPPORTED,0.4444,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
H2SO4 concentration|Pb2+ concentration|PbO2 passivation layer thickness|capacity retention after 200 cycles|oxygen evolution rate,UNSUPPORTED,0.2,PbO2 passivation|cycle life limitations|oxygen evolution,UNSUPPORTED,0.3,DOC08-FACT-003,retrieved,hyper_base,DOC08,chunk-hyperrag-DOC08,UNSUPPORTED,0.4,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
PbO2 passivation|cycle life limitations|oxygen evolution,UNSUPPORTED,0.3,PbO2 passivation|cycle life limitations|oxygen evolution,UNSUPPORTED,0.3,DOC08-FACT-004,retrieved,hyper_base,DOC08,chunk-hyperrag-DOC08,UNSUPPORTED,0.4,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
PbO2 passivation|Soluble lead-acid flow batteries,UNSUPPORTED,0.375,PbO2 passivation|Soluble lead-acid flow batteries,UNSUPPORTED,0.375,DOC08-FACT-005,retrieved,hyper_base,DOC08,chunk-hyperrag-DOC08,PARTIALLY_SUPPORTED,0.5,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
PbO2 passivation|cycle life limitations|oxygen evolution,UNSUPPORTED,0.375,PbO2 passivation|cycle life limitations|oxygen evolution,UNSUPPORTED,0.375,DOC08-FACT-006,retrieved,hyper_base,DOC08,chunk-hyperrag-DOC08,PARTIALLY_SUPPORTED,0.5,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
PbO2 passivation|cycle life limitations|oxygen evolution,UNSUPPORTED,0.4444,PbO2 passivation|cycle life limitations|oxygen evolution,UNSUPPORTED,0.4444,DOC08-FACT-007,retrieved,hyper_base,DOC08,chunk-hyperrag-DOC08,PARTIALLY_SUPPORTED,0.5556,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
PbO2 passivation|cycle life limitations|oxygen evolution,PARTIALLY_SUPPORTED,0.75,PbO2 passivation|Soluble lead-acid flow batteries,PARTIALLY_SUPPORTED,0.75,DOC08-FACT-008,ranking_degradation,hyper_base,DOC08,chunk-hyperrag-DOC08,PARTIALLY_SUPPORTED,0.75,PARTIALLY_SUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
PbO2 passivation|cycle life limitations|oxygen evolution,UNSUPPORTED,0.3,PbO2 passivation|cycle life limitations|oxygen evolution,UNSUPPORTED,0.3,DOC08-FACT-009,retrieved,hyper_base,DOC08,chunk-hyperrag-DOC08,PARTIALLY_SUPPORTED,0.5,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
PbO2 passivation|cycle life limitations|oxygen evolution,UNSUPPORTED,0.2,PbO2 passivation|Soluble lead-acid flow batteries,UNSUPPORTED,0.2,DOC08-FACT-010,retrieved,hyper_base,DOC08,chunk-hyperrag-DOC08,UNSUPPORTED,0.3,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
PbO2 passivation|Soluble lead-acid flow batteries,UNSUPPORTED,0.4286,PbO2 passivation|Soluble lead-acid flow batteries,UNSUPPORTED,0.4286,DOC08-FACT-011,retrieved,hyper_base,DOC08,chunk-hyperrag-DOC08,PARTIALLY_SUPPORTED,0.5714,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
PbO2 passivation layer thickness|charge transfer resistance,UNSUPPORTED,0.25,PbO2 passivation|Soluble lead-acid flow batteries,PARTIALLY_SUPPORTED,0.5,DOC08-FACT-012,retrieved,hyper_base,DOC08,chunk-hyperrag-DOC08,PARTIALLY_SUPPORTED,0.75,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
"Nafion 117 membrane|TEMPO (2,2,6,6-tetramethylpiperidine-1-oxyl)",UNSUPPORTED,0.3333,"Nafion 117 membrane|TEMPO (2,2,6,6-tetramethylpiperidine-1-oxyl)",UNSUPPORTED,0.3333,DOC09-FACT-001,retrieved,hyper_base,DOC09,chunk-hyperrag-DOC09,UNSUPPORTED,0.3333,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
ORFB with AQDS/TEMPO: EE of 80% at 100 mA/cm2|Organic Redox Flow Battery (ORFB),UNSUPPORTED,0.2,"Nafion 117 membrane|TEMPO (2,2,6,6-tetramethylpiperidine-1-oxyl)",UNSUPPORTED,0.2,DOC09-FACT-002,rerank_or_topk,hyper_base,DOC09,chunk-hyperrag-DOC09,UNSUPPORTED,0.2,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
"Nafion 117 membrane|TEMPO (2,2,6,6-tetramethylpiperidine-1-oxyl)",UNSUPPORTED,0.375,"Nafion 117 membrane|TEMPO (2,2,6,6-tetramethylpiperidine-1-oxyl)",UNSUPPORTED,0.375,DOC09-FACT-003,retrieved,hyper_base,DOC09,chunk-hyperrag-DOC09,UNSUPPORTED,0.375,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
"Quinone|TEMPO (2,2,6,6-tetramethylpiperidine-1-oxyl)|Viologen",UNSUPPORTED,0.375,"Quinone|TEMPO (2,2,6,6-tetramethylpiperidine-1-oxyl)|Viologen",UNSUPPORTED,0.375,DOC09-FACT-004,retrieved,hyper_base,DOC09,chunk-hyperrag-DOC09,PARTIALLY_SUPPORTED,0.5,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
Methyl viologen (MV)|Nafion 117 membrane,UNSUPPORTED,0.375,Methyl viologen (MV)|Nafion 117 membrane,UNSUPPORTED,0.375,DOC09-FACT-005,retrieved,hyper_base,DOC09,chunk-hyperrag-DOC09,PARTIALLY_SUPPORTED,0.5,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
Methyl viologen (MV)|Nafion 117 membrane,UNSUPPORTED,0.4286,Methyl viologen (MV)|Nafion 117 membrane,UNSUPPORTED,0.4286,DOC09-FACT-006,retrieved,hyper_base,DOC09,chunk-hyperrag-DOC09,UNSUPPORTED,0.4286,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
"Quinone|TEMPO (2,2,6,6-tetramethylpiperidine-1-oxyl)|Viologen",UNSUPPORTED,0.2857,"Quinone|TEMPO (2,2,6,6-tetramethylpiperidine-1-oxyl)|Viologen",UNSUPPORTED,0.2857,DOC09-FACT-007,retrieved,hyper_base,DOC09,chunk-hyperrag-DOC09,PARTIALLY_SUPPORTED,0.5714,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
"9,10-anthraquinone-2,7-disulfonic acid (AQDS)|capacity fade rate",UNSUPPORTED,0.3333,"9,10-anthraquinone-2,7-disulfonic acid (AQDS)|capacity fade rate",UNSUPPORTED,0.3333,DOC09-FACT-008,retrieved,hyper_base,DOC09,chunk-hyperrag-DOC09,UNSUPPORTED,0.3333,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
